epoch,voltage,current,power,power_factor,power_consumption
1.554991705e+09,227.9,0.2,95,1,4
1.554991706e+09,227.5,0.43,77,0.787,4
1.554991707e+09,227.5,0.44,85,0.8420000000000001,4
1.554991708e+09,227.5,0.45,88,0.855,4
1.554991709e+09,227.4,0.45,90,0.8759999999999999,4
1.55499171e+09,227.5,0.45,86,0.841,4
1.554991711e+09,227.4,0.44,82,0.8079999999999999,4
1.554991712e+09,227.2,0.44,85,0.8390000000000001,4
1.554991713e+09,227.2,0.41,77,0.8320000000000001,4
1.554991714e+09,227.3,0.29,95,1,4
1.554991715e+09,227.2,0.22,96,1,4
1.554991716e+09,227,0.43,97,0.99,4
1.554991717e+09,227.1,0.45,99,0.966,4
1.554991718e+09,227.1,0.45,97,0.9420000000000001,4
1.554991719e+09,227.2,0.44,79,0.784,4
1.55499172e+09,227.3,0.43,75,0.759,4
1.554991721e+09,227.5,0.15,69,1,4
1.554991722e+09,227.6,0.15,29,0.843,4
1.554991723e+09,227.5,0.15,29,0.825,4
1.554991724e+09,227.5,0.16,29,0.7879999999999999,4
1.554991725e+09,227.5,0.15,29,0.8390000000000001,4
1.554991726e+09,227.5,0.15,29,0.831,4
1.554991727e+09,227.6,0.15,29,0.828,4
1.554991728e+09,227.8,0.15,29,0.8340000000000001,4
1.554991729e+09,227.8,0.16,29,0.778,4
1.55499173e+09,227.7,0.15,29,0.8270000000000001,4
1.554991731e+09,227.6,0.15,29,0.8290000000000001,4
1.554991732e+09,227.5,0.15,29,0.835,4
1.554991733e+09,227.5,0.22,29,0.583,4
1.554991734e+09,227.3,0.28,58,0.9079999999999999,4
1.554991735e+09,227.4,0.27,58,0.925,4
1.554991736e+09,227.5,0.33,60,0.789,4
1.554991737e+09,227.7,0.18,65,1,4
1.554991738e+09,227.8,0.21,64,1,4
1.554991739e+09,227.6,0.35,66,0.828,4
1.55499174e+09,227.8,0.25,69,1,4
1.554991741e+09,227.9,0.15,77,1,4
1.554991742e+09,227.8,0.22,85,1,4
1.554991743e+09,227.6,0.43,42,0.425,4
1.554991744e+09,227.6,0.44,43,0.423,4
1.554991745e+09,227.6,0.45,53,0.514,4
1.554991746e+09,227.6,0.44,50,0.495,4
1.554991747e+09,227.5,0.44,79,0.779,4
1.554991748e+09,227.6,0.38,74,0.851,4
1.554991749e+09,227.7,0.26,69,1,4
1.55499175e+09,227.9,0.22,65,1,4
1.554991751e+09,227.9,0.15,72,1,4
1.554991752e+09,227.9,0.15,74,1,4
1.554991753e+09,227.9,0.23,72,1,4
1.554991754e+09,227.5,0.44,82,0.8240000000000001,4
1.554991755e+09,227.7,0.44,86,0.861,4
1.554991756e+09,227.6,0.44,49,0.491,4
1.554991757e+09,227.5,0.41,46,0.489,4
1.554991758e+09,227.5,0.43,43,0.445,4
1.554991759e+09,227.6,0.35,40,0.51,4
1.55499176e+09,227.9,0.25,93,1,4
1.554991761e+09,228.1,0.16,88,1,4
1.554991762e+09,227.9,0.16,82,1,4
1.554991763e+09,228,0.15,76,1,4
1.554991764e+09,227.9,0.16,59,1,4
1.554991765e+09,227.7,0.32,66,0.8909999999999999,4
1.554991766e+09,227.7,0.39,75,0.8390000000000001,4
1.554991767e+09,227.5,0.45,86,0.838,4
1.554991768e+09,227.6,0.45,50,0.493,4
1.554991769e+09,227.6,0.45,45,0.442,4
1.55499177e+09,227.6,0.45,44,0.433,4
1.554991771e+09,227.6,0.43,42,0.428,4
1.554991772e+09,227.8,0.35,91,1,4
1.554991773e+09,227.9,0.27,86,1,4
1.554991774e+09,228.1,0.16,79,1,4
1.554991775e+09,228,0.15,72,1,4
1.554991776e+09,228,0.15,63,1,4
1.554991777e+09,228,0.15,77,1,4
1.554991778e+09,228,0.29,81,1,4
1.554991779e+09,227.8,0.45,84,0.815,4
1.55499178e+09,227.8,0.45,47,0.45799999999999996,4
1.554991781e+09,227.8,0.45,43,0.42200000000000004,4
1.554991782e+09,227.8,0.45,40,0.386,4
1.554991783e+09,227.8,0.45,41,0.406,4
1.554991784e+09,227.8,0.43,46,0.461,4
1.554991785e+09,227.9,0.35,85,1,4
1.554991786e+09,228,0.26,78,1,4
1.554991787e+09,228,0.16,71,1,4
1.554991788e+09,227.9,0.15,63,1,4
1.554991789e+09,228,0.15,72,1,4
1.55499179e+09,228,0.16,78,1,4
1.554991791e+09,227.9,0.3,90,1,4
1.554991792e+09,227.7,0.45,90,0.88,4
1.554991793e+09,227.7,0.45,43,0.418,4
1.554991794e+09,227.8,0.44,41,0.409,4
1.554991795e+09,227.7,0.44,42,0.418,4
1.554991796e+09,227.7,0.44,46,0.45799999999999996,4
1.554991797e+09,227.9,0.33,86,1,4
1.554991798e+09,228.1,0.3,80,1,4
1.554991799e+09,228.2,0.21,74,1,4
1.5549918e+09,228.2,0.16,69,1,4
1.554991801e+09,228.3,0.15,70,1,4
1.554991802e+09,228.2,0.15,83,1,4
1.554991803e+09,228.1,0.21,89,1,4
1.554991804e+09,228,0.42,86,0.88,4
1.554991805e+09,227.9,0.44,45,0.441,4
1.554991806e+09,227.8,0.45,46,0.44799999999999995,4
1.554991807e+09,227.8,0.41,43,0.461,4
1.554991808e+09,227.7,0.44,42,0.41700000000000004,4
1.554991809e+09,227.7,0.39,91,1,4
1.55499181e+09,227.9,0.3,84,1,4
1.554991811e+09,228.1,0.2,74,1,4
1.554991812e+09,228.3,0.15,69,1,4
1.554991813e+09,228.3,0.15,67,1,4
1.554991814e+09,228.3,0.16,65,1,4
1.554991815e+09,228,0.34,68,0.861,4
1.554991816e+09,227.8,0.44,80,0.7829999999999999,4
1.554991817e+09,227.7,0.44,88,0.8740000000000001,4
1.554991818e+09,227.6,0.45,48,0.47200000000000003,4
1.554991819e+09,227.7,0.45,47,0.46,4
1.55499182e+09,227.8,0.44,42,0.41700000000000004,4
1.554991821e+09,227.9,0.34,40,0.511,4
1.554991822e+09,227.8,0.26,93,1,4
1.554991823e+09,228.1,0.16,88,1,4
1.554991824e+09,228.2,0.15,81,1,4
1.554991825e+09,228.1,0.16,77,1,4
1.554991826e+09,228.1,0.16,66,1,4
1.554991827e+09,227.9,0.31,74,1,4
1.554991828e+09,227.8,0.45,79,0.773,4
1.554991829e+09,227.7,0.45,87,0.8440000000000001,4
1.55499183e+09,227.8,0.45,51,0.493,4
1.554991831e+09,227.9,0.45,49,0.47,4
1.554991832e+09,227.9,0.45,41,0.40399999999999997,4
1.554991833e+09,227.8,0.43,41,0.423,4
1.554991834e+09,227.8,0.35,91,1,4
1.554991835e+09,228,0.23,89,1,4
1.554991836e+09,228,0.15,83,1,4
1.554991837e+09,227.9,0.18,82,1,4
1.554991838e+09,227.9,0.15,58,1,4
1.554991839e+09,227.9,0.21,64,1,4
1.55499184e+09,227.6,0.43,75,0.762,4
1.554991841e+09,227.6,0.45,75,0.728,4
1.554991842e+09,227.6,0.44,57,0.557,4
1.554991843e+09,227.5,0.45,50,0.491,4
1.554991844e+09,227.5,0.44,46,0.461,4
1.554991845e+09,227.6,0.39,39,0.445,4
1.554991846e+09,227.7,0.33,40,0.535,4
1.554991847e+09,227.8,0.22,90,1,4
1.554991848e+09,228,0.15,92,1,4
1.554991849e+09,227.9,0.15,88,1,4
1.55499185e+09,227.9,0.16,83,1,4
1.554991851e+09,227.7,0.28,54,0.8370000000000001,4
1.554991852e+09,227.5,0.45,60,0.584,4
1.554991853e+09,227.6,0.45,66,0.639,4
1.554991854e+09,227.7,0.45,69,0.6659999999999999,4
1.554991855e+09,227.7,0.45,62,0.602,4
1.554991856e+09,227.8,0.42,57,0.5920000000000001,4
1.554991857e+09,227.8,0.33,51,0.6709999999999999,4
1.554991858e+09,227.9,0.23,46,0.8640000000000001,4
1.554991859e+09,227.9,0.15,90,1,4
1.55499186e+09,227.9,0.15,92,1,4
1.554991861e+09,227.9,0.15,94,1,4
1.554991862e+09,227.8,0.15,90,1,4
1.554991863e+09,227.8,0.21,51,1,4
1.554991864e+09,227.5,0.41,58,0.612,4
1.554991865e+09,227.4,0.45,59,0.573,4
1.554991866e+09,227.4,0.45,65,0.626,4
1.554991867e+09,227.4,0.45,78,0.763,4
1.554991868e+09,227.7,0.37,75,0.875,4
1.554991869e+09,227.8,0.25,69,1,4
1.55499187e+09,227.9,0.15,63,1,4
1.554991871e+09,227.9,0.15,72,1,4
1.554991872e+09,227.9,0.15,78,1,4
1.554991873e+09,227.9,0.17,83,1,4
1.554991874e+09,227.7,0.36,96,1,4
1.554991875e+09,227.6,0.45,45,0.446,4
1.554991876e+09,227.6,0.45,42,0.41100000000000003,4
1.554991877e+09,227.6,0.45,42,0.415,4
1.554991878e+09,227.7,0.45,46,0.444,4
1.554991879e+09,227.7,0.45,60,0.5820000000000001,4
1.55499188e+09,227.7,0.44,76,0.755,4
1.554991881e+09,227.8,0.34,69,0.887,4
1.554991882e+09,227.8,0.23,62,1,4
1.554991883e+09,227.8,0.15,58,1,4
1.554991884e+09,227.8,0.15,77,1,4
1.554991885e+09,227.7,0.16,86,1,4
1.554991886e+09,227.7,0.28,94,1,4
1.554991887e+09,227.3,0.44,97,0.966,4
1.554991888e+09,227.4,0.45,44,0.43200000000000005,4
1.554991889e+09,227.5,0.44,44,0.43700000000000006,4
1.55499189e+09,227.4,0.44,45,0.449,4
1.554991891e+09,227.5,0.45,51,0.498,4
1.554991892e+09,227.6,0.4,81,0.878,4
1.554991893e+09,227.7,0.3,74,1,4
1.554991894e+09,227.9,0.2,66,1,4
1.554991895e+09,228.1,0.18,58,1,4
1.554991896e+09,228.1,0.16,76,1,4
1.554991897e+09,228.2,0.15,89,1,4
1.554991898e+09,228.1,0.15,94,1,4
1.554991899e+09,228,0.28,95,1,4
1.5549919e+09,228,0.45,40,0.389,4
1.554991901e+09,228.1,0.45,40,0.389,4
1.554991902e+09,228.2,0.45,44,0.431,4
1.554991903e+09,228.2,0.44,48,0.473,4
1.554991904e+09,228.3,0.43,82,0.821,4
1.554991905e+09,228.4,0.34,76,0.966,4
1.554991906e+09,228.6,0.23,72,1,4
1.554991907e+09,228.6,0.15,66,1,4
1.554991908e+09,228.5,0.15,70,1,4
1.554991909e+09,228.4,0.15,78,1,4
1.55499191e+09,228.2,0.15,86,1,4
1.554991911e+09,228.2,0.2,97,1,4
1.554991912e+09,228.1,0.4,98,1,4
1.554991913e+09,227.9,0.45,45,0.441,4
1.554991914e+09,228,0.45,51,0.49700000000000005,4
1.554991915e+09,228,0.44,49,0.479,4
1.554991916e+09,228.1,0.45,55,0.541,4
1.554991917e+09,228.2,0.43,75,0.757,4
1.554991918e+09,228.4,0.33,70,0.9129999999999999,4
1.554991919e+09,228.5,0.25,62,1,4
1.55499192e+09,228.7,0.15,54,1,4
1.554991921e+09,228.5,0.15,81,1,4
1.554991922e+09,228.5,0.15,89,1,4
1.554991923e+09,228.5,0.16,98,1,4
1.554991924e+09,228.4,0.36,98,1,4
1.554991925e+09,228.2,0.45,45,0.441,4
1.554991926e+09,228.1,0.45,50,0.489,4
1.554991927e+09,228.3,0.32,40,0.546,4
1.554991928e+09,228.2,0.37,44,0.511,4
1.554991929e+09,228.4,0.26,94,1,4
1.55499193e+09,228.5,0.16,93,1,4
1.554991931e+09,228.4,0.15,92,1,4
1.554991932e+09,228.4,0.15,89,1,4
1.554991933e+09,228.5,0.19,56,1,4
1.554991934e+09,228.3,0.41,60,0.637,4
1.554991935e+09,228.2,0.45,68,0.6629999999999999,4
1.554991936e+09,228.2,0.45,66,0.638,4
1.554991937e+09,228.1,0.45,65,0.633,4
1.554991938e+09,228.1,0.44,60,0.5920000000000001,4
1.554991939e+09,228.2,0.41,53,0.563,4
1.55499194e+09,228.4,0.27,49,0.785,4
1.554991941e+09,228.5,0.16,87,1,4
1.554991942e+09,228.3,0.15,90,1,4
1.554991943e+09,228.3,0.15,93,1,4
1.554991944e+09,228.3,0.15,92,1,4
1.554991945e+09,228.4,0.16,88,1,4
1.554991946e+09,228.2,0.39,52,0.585,4
1.554991947e+09,228.1,0.45,57,0.5529999999999999,4
1.554991948e+09,228.1,0.46,66,0.631,4
1.554991949e+09,228,0.45,64,0.621,4
1.55499195e+09,228.1,0.45,67,0.648,4
1.554991951e+09,228.1,0.42,61,0.631,4
1.554991952e+09,228.2,0.31,54,0.764,4
1.554991953e+09,228.3,0.21,75,1,4
1.554991954e+09,228.3,0.16,53,1,4
1.554991955e+09,228.2,0.31,55,0.758,4
1.554991956e+09,228,0.45,59,0.5760000000000001,4
1.554991957e+09,228,0.45,60,0.5820000000000001,4
1.554991958e+09,228,0.42,63,0.654,4
1.554991959e+09,227.9,0.4,61,0.669,4
1.55499196e+09,228,0.29,62,0.9179999999999999,4
1.554991961e+09,227.8,0.19,50,1,4
1.554991962e+09,227.8,0.16,70,1,4
1.554991963e+09,227.7,0.32,58,0.79,4
1.554991964e+09,227.6,0.45,58,0.57,4
1.554991965e+09,227.7,0.45,66,0.639,4
1.554991966e+09,227.9,0.33,65,0.867,4
1.554991967e+09,227.9,0.19,64,1,4
1.554991968e+09,227.9,0.16,64,1,4
1.554991969e+09,227.9,0.31,64,0.898,4
1.55499197e+09,227.7,0.42,70,0.733,4
1.554991971e+09,227.9,0.3,62,0.888,4
1.554991972e+09,228.1,0.19,65,1,4
1.554991973e+09,228.1,0.16,66,1,4
1.554991974e+09,228,0.19,67,1,4
1.554991975e+09,227.8,0.41,58,0.616,4
1.554991976e+09,227.8,0.45,54,0.522,4
1.554991977e+09,227.8,0.38,54,0.621,4
1.554991978e+09,227.9,0.29,57,0.867,4
1.554991979e+09,228.2,0.18,65,1,4
1.55499198e+09,228.3,0.19,66,1,4
1.554991981e+09,228.1,0.38,64,0.735,4
1.554991982e+09,228.1,0.4,63,0.695,4
1.554991983e+09,228.2,0.29,62,0.929,4
1.554991984e+09,228.2,0.17,62,1,4
1.554991985e+09,228.2,0.17,62,1,4
1.554991986e+09,228,0.39,66,0.741,4
1.554991987e+09,227.8,0.44,56,0.563,4
1.554991988e+09,227.9,0.45,55,0.529,4
1.554991989e+09,228.1,0.27,55,0.885,4
1.55499199e+09,228.2,0.23,55,1,4
1.554991991e+09,228.3,0.15,67,1,4
1.554991992e+09,228.2,0.27,65,1,4
1.554991993e+09,228,0.45,71,0.68,4
1.554991994e+09,228.1,0.33,67,0.878,4
1.554991995e+09,228.4,0.21,58,1,4
1.554991996e+09,228.6,0.15,59,1,4
1.554991997e+09,228.4,0.3,61,0.8959999999999999,4
1.554991998e+09,228.2,0.45,63,0.618,4
1.554991999e+09,228.2,0.42,64,0.655,4
1.554992e+09,228.3,0.32,62,0.856,4
1.554992001e+09,228.6,0.19,61,1,4
1.554992002e+09,228.6,0.16,66,1,4
1.554992003e+09,228.4,0.36,66,0.8009999999999999,4
1.554992004e+09,228.3,0.45,75,0.726,4
1.554992005e+09,228.5,0.31,67,0.937,4
1.554992006e+09,228.6,0.18,66,1,4
1.554992007e+09,228.7,0.16,65,1,4
1.554992008e+09,228.8,0.19,56,1,4
1.554992009e+09,228.6,0.4,56,0.608,4
1.55499201e+09,228.5,0.44,58,0.5710000000000001,4
1.554992011e+09,228.6,0.4,59,0.647,4
1.554992012e+09,228.7,0.28,63,0.953,4
1.554992013e+09,228.9,0.18,63,1,4
1.554992014e+09,228.9,0.17,62,1,4
1.554992015e+09,228.7,0.37,61,0.725,4
1.554992016e+09,228.5,0.45,62,0.601,4
1.554992017e+09,228.6,0.29,64,0.9390000000000001,4
1.554992018e+09,228.7,0.18,71,1,4
1.554992019e+09,228.7,0.16,65,1,4
1.55499202e+09,228.5,0.38,54,0.621,4
1.554992021e+09,228.5,0.45,63,0.607,4
1.554992022e+09,228.5,0.44,55,0.544,4
1.554992023e+09,228.5,0.38,56,0.644,4
1.554992024e+09,228.6,0.29,64,0.953,4
1.554992025e+09,228.8,0.17,63,1,4
1.554992026e+09,228.7,0.18,63,1,4
1.554992027e+09,228.5,0.37,62,0.74,4
1.554992028e+09,228.5,0.42,61,0.631,4
1.554992029e+09,228.6,0.3,69,0.9840000000000001,4
1.55499203e+09,228.7,0.19,69,1,4
1.554992031e+09,228.8,0.16,65,1,4
1.554992032e+09,228.6,0.38,56,0.644,4
1.554992033e+09,228.6,0.46,54,0.516,4
1.554992034e+09,228.4,0.45,59,0.57,4
1.554992035e+09,228.6,0.28,58,0.914,4
1.554992036e+09,228.7,0.15,67,1,4
1.554992037e+09,228.7,0.21,65,1,4
1.554992038e+09,228.6,0.28,65,1,4
1.554992039e+09,228.4,0.44,64,0.634,4
1.55499204e+09,228.4,0.32,63,0.855,4
1.554992041e+09,228.5,0.21,59,1,4
1.554992042e+09,228.6,0.15,61,1,4
1.554992043e+09,228.5,0.29,64,0.941,4
1.554992044e+09,228.5,0.45,65,0.628,4
1.554992045e+09,228.5,0.45,62,0.597,4
1.554992046e+09,228.6,0.32,57,0.768,4
1.554992047e+09,228.7,0.21,60,1,4
1.554992048e+09,228.8,0.16,56,1,4
1.554992049e+09,228.6,0.31,65,0.904,4
1.55499205e+09,228.4,0.45,72,0.695,4
1.554992051e+09,228.5,0.32,65,0.8909999999999999,4
1.554992052e+09,228.5,0.2,64,1,4
1.554992053e+09,228.6,0.15,56,1,4
1.554992054e+09,228.6,0.16,57,1,4
1.554992055e+09,228.4,0.34,60,0.7609999999999999,4
1.554992056e+09,228.3,0.44,60,0.594,4
1.554992057e+09,228.3,0.43,68,0.691,4
1.554992058e+09,228.4,0.29,61,0.9079999999999999,4
1.554992059e+09,228.6,0.19,61,1,4
1.55499206e+09,228.5,0.31,57,0.7979999999999999,4
1.554992061e+09,228.6,0.36,75,0.9109999999999999,4
1.554992062e+09,228.7,0.39,70,0.777,4
1.554992063e+09,228.7,0.31,79,1,4
1.554992064e+09,228.9,0.19,75,1,4
1.554992065e+09,228.8,0.18,46,1,4
1.554992066e+09,228.7,0.33,50,0.6579999999999999,4
1.554992067e+09,228.4,0.45,55,0.534,4
1.554992068e+09,228.3,0.44,56,0.5479999999999999,4
1.554992069e+09,228.2,0.41,71,0.748,4
1.55499207e+09,228.2,0.32,66,0.887,4
1.554992071e+09,228.3,0.29,66,0.973,4
1.554992072e+09,228.5,0.17,57,1,4
1.554992073e+09,228.7,0.18,56,1,4
1.554992074e+09,228.4,0.34,79,0.9990000000000001,4
1.554992075e+09,228.4,0.26,74,1,4
1.554992076e+09,228.6,0.16,77,1,4
1.554992077e+09,228.5,0.18,76,1,4
1.554992078e+09,228.3,0.42,43,0.44299999999999995,4
1.554992079e+09,228.2,0.45,45,0.433,4
1.55499208e+09,228.4,0.44,46,0.457,4
1.554992081e+09,228.5,0.37,50,0.5920000000000001,4
1.554992082e+09,228.6,0.27,70,1,4
1.554992083e+09,228.7,0.15,69,1,4
1.554992084e+09,228.5,0.18,66,1,4
1.554992085e+09,228.3,0.38,63,0.728,4
1.554992086e+09,228.5,0.27,63,1,4
1.554992087e+09,228.5,0.23,63,1,4
1.554992088e+09,228.6,0.15,67,1,4
1.554992089e+09,228.5,0.24,72,1,4
1.55499209e+09,228.4,0.43,54,0.5529999999999999,4
1.554992091e+09,228.4,0.44,43,0.425,4
1.554992092e+09,228.4,0.43,43,0.442,4
1.554992093e+09,228.6,0.37,44,0.516,4
1.554992094e+09,228.7,0.24,75,1,4
1.554992095e+09,228.8,0.15,73,1,4
1.554992096e+09,228.7,0.22,70,1,4
1.554992097e+09,228.7,0.3,66,0.94,4
1.554992098e+09,228.8,0.24,56,1,4
1.554992099e+09,228.9,0.15,68,1,4
1.5549921e+09,228.8,0.25,60,1,4
1.554992101e+09,228.4,0.44,64,0.64,4
1.554992102e+09,228.4,0.44,68,0.674,4
1.554992103e+09,228.4,0.44,50,0.49200000000000005,4
1.554992104e+09,228.4,0.45,45,0.43799999999999994,4
1.554992105e+09,228.5,0.33,42,0.552,4
1.554992106e+09,228.7,0.24,53,0.9390000000000001,4
1.554992107e+09,228.8,0.15,75,1,4
1.554992108e+09,228.8,0.19,74,1,4
1.554992109e+09,228.7,0.33,70,0.9159999999999999,4
1.55499211e+09,228.9,0.27,68,1,4
1.554992111e+09,228.7,0.17,59,1,4
1.554992112e+09,228.6,0.19,62,1,4
1.554992113e+09,228.3,0.42,60,0.626,4
1.554992114e+09,228.3,0.45,63,0.62,4
1.554992115e+09,228.2,0.44,56,0.565,4
1.554992116e+09,228.1,0.44,55,0.541,4
1.554992117e+09,228.3,0.28,50,0.784,4
1.554992118e+09,228.5,0.17,46,1,4
1.554992119e+09,228.3,0.15,76,1,4
1.55499212e+09,228.4,0.2,76,1,4
1.554992121e+09,228.2,0.34,75,0.96,4
1.554992122e+09,228.4,0.26,72,1,4
1.554992123e+09,228.4,0.15,49,1,4
1.554992124e+09,228.4,0.23,52,0.973,4
1.554992125e+09,228.1,0.44,55,0.5529999999999999,4
1.554992126e+09,228.1,0.44,58,0.5720000000000001,4
1.554992127e+09,228,0.44,63,0.618,4
1.554992128e+09,228.1,0.36,63,0.7609999999999999,4
1.554992129e+09,228.3,0.23,60,1,4
1.55499213e+09,228.4,0.15,54,1,4
1.554992131e+09,228.4,0.21,73,1,4
1.554992132e+09,228.1,0.42,67,0.703,4
1.554992133e+09,228,0.44,66,0.653,4
1.554992134e+09,228.1,0.25,72,1,4
1.554992135e+09,228.3,0.21,65,1,4
1.554992136e+09,228.4,0.16,57,1,4
1.554992137e+09,228.2,0.31,58,0.802,4
1.554992138e+09,228,0.44,62,0.618,4
1.554992139e+09,228,0.44,68,0.667,4
1.55499214e+09,228.2,0.32,62,0.8420000000000001,4
1.554992141e+09,228.3,0.21,71,1,4
1.554992142e+09,228.4,0.15,63,1,4
1.554992143e+09,228.2,0.31,60,0.841,4
1.554992144e+09,227.9,0.44,73,0.722,4
1.554992145e+09,228.1,0.31,63,0.894,4
1.554992146e+09,228.2,0.19,66,1,4
1.554992147e+09,228.2,0.16,65,1,4
1.554992148e+09,228.3,0.34,54,0.6859999999999999,4
1.554992149e+09,228.2,0.44,60,0.5920000000000001,4
1.55499215e+09,228.3,0.44,54,0.537,4
1.554992151e+09,228.4,0.36,56,0.677,4
1.554992152e+09,228.5,0.26,65,1,4
1.554992153e+09,228.6,0.15,67,1,4
1.554992154e+09,228.6,0.23,63,1,4
1.554992155e+09,228.2,0.43,70,0.6970000000000001,4
1.554992156e+09,228.3,0.34,62,0.779,4
1.554992157e+09,228.4,0.25,61,1,4
1.554992158e+09,228.5,0.15,62,1,4
1.554992159e+09,228.4,0.21,63,1,4
1.55499216e+09,228.2,0.43,56,0.563,4
1.554992161e+09,228.2,0.43,55,0.551,4
1.554992162e+09,228.3,0.38,54,0.621,4
1.554992163e+09,228.4,0.24,54,0.963,4
1.554992164e+09,228.4,0.15,64,1,4
1.554992165e+09,228.5,0.2,65,1,4
1.554992166e+09,228.5,0.25,64,1,4
1.554992167e+09,228.2,0.44,67,0.6629999999999999,4
1.554992168e+09,228.5,0.34,62,0.7959999999999999,4
1.554992169e+09,228.5,0.24,59,1,4
1.55499217e+09,228.6,0.15,60,1,4
1.554992171e+09,228.4,0.26,69,1,4
1.554992172e+09,228.3,0.44,62,0.618,4
1.554992173e+09,228.3,0.43,63,0.639,4
1.554992174e+09,228.4,0.33,57,0.743,4
1.554992175e+09,228.5,0.23,54,1,4
1.554992176e+09,228.7,0.15,62,1,4
1.554992177e+09,228.6,0.24,65,1,4
1.554992178e+09,228.4,0.41,65,0.6890000000000001,4
1.554992179e+09,228.4,0.38,63,0.728,4
1.55499218e+09,228.5,0.26,64,1,4
1.554992181e+09,228.6,0.15,60,1,4
1.554992182e+09,228.5,0.27,58,0.932,4
1.554992183e+09,228.4,0.43,55,0.5579999999999999,4
1.554992184e+09,228.4,0.39,52,0.5820000000000001,4
1.554992185e+09,228.6,0.29,71,1,4
1.554992186e+09,228.7,0.17,72,1,4
1.554992187e+09,228.7,0.16,74,1,4
1.554992188e+09,228.7,0.22,75,1,4
1.554992189e+09,228.3,0.43,53,0.535,4
1.55499219e+09,228.5,0.35,56,0.701,4
1.554992191e+09,228.7,0.26,58,0.973,4
1.554992192e+09,228.6,0.33,59,0.778,4
1.554992193e+09,228.5,0.43,65,0.648,4
1.554992194e+09,228.5,0.39,68,0.745,4
1.554992195e+09,228.6,0.27,58,0.919,4
1.554992196e+09,228.7,0.15,55,1,4
1.554992197e+09,228.7,0.16,65,1,4
1.554992198e+09,228.5,0.26,74,1,4
1.554992199e+09,228.5,0.36,73,0.866,4
1.5549922e+09,228.4,0.42,71,0.746,4
1.554992201e+09,228.5,0.3,71,1,4
1.554992202e+09,228.6,0.19,54,1,4
1.554992203e+09,228.5,0.41,52,0.5539999999999999,4
1.554992204e+09,228.4,0.43,51,0.521,4
1.554992205e+09,228.4,0.35,51,0.624,4
1.554992206e+09,228.2,0.27,90,1,4
1.554992207e+09,228.3,0.15,87,1,4
1.554992208e+09,228.3,0.15,79,1,4
1.554992209e+09,228.4,0.15,64,1,4
1.55499221e+09,228.5,0.19,73,1,4
1.554992211e+09,228.3,0.35,70,0.858,4
1.554992212e+09,228.1,0.43,76,0.765,4
1.554992213e+09,228.1,0.44,86,0.8640000000000001,4
1.554992214e+09,228.2,0.43,50,0.51,4
1.554992215e+09,228,0.43,47,0.46799999999999997,4
1.554992216e+09,228,0.43,45,0.45,4
1.554992217e+09,228.2,0.35,43,0.541,4
1.554992218e+09,228.4,0.27,90,1,4
1.554992219e+09,228.4,0.15,92,1,4
1.55499222e+09,228.5,0.15,62,1,4
1.554992221e+09,228.5,0.16,29,0.794,4
1.554992222e+09,228.5,0.15,28,0.8,4
1.554992223e+09,228.5,0.15,29,0.8370000000000001,4
1.554992224e+09,228.4,0.15,29,0.805,4
1.554992225e+09,228.5,0.15,29,0.836,4
1.554992226e+09,228.4,0.15,29,0.825,4
1.554992227e+09,228.5,0.15,29,0.804,4
1.554992228e+09,228.6,0.15,29,0.83,4
1.554992229e+09,228.5,0.15,29,0.828,4
1.55499223e+09,228.5,0.15,29,0.82,4
1.554992231e+09,228.5,0.15,29,0.83,4
1.554992232e+09,228.6,0.15,29,0.8420000000000001,4
1.554992233e+09,228.6,0.17,30,0.768,4
1.554992234e+09,228.6,0.15,29,0.831,4
1.554992235e+09,228.5,0.15,29,0.8220000000000001,4
1.554992236e+09,228.5,0.15,29,0.83,4
1.554992237e+09,228.5,0.15,29,0.826,4
1.554992238e+09,228.6,0.15,29,0.8220000000000001,4
